age,tenure_years,num_policies,annual_premium,num_claims,claim_amount,policy_type,region,complaint_count,contacted_support,premium_increase_pct,satisfaction_score,years_since_last_claim,digital_engagement,churn
36,17,1,3166,1,1863,Health,South,2,1,1.94,4,7,0,0
58,4,1,1315,1,1727,Auto,North,0,0,18.65,3,8,1,0
42,14,2,3011,0,0,Auto,South,0,1,24.42,5,5,1,0
35,10,1,746,1,2568,Home,South,1,1,29.77,4,4,0,1
23,3,3,916,0,0,Life,North,2,0,0.89,2,6,0,0
32,3,1,4963,0,0,Health,North,0,1,19.8,3,1,0,1
60,15,4,4217,0,0,Auto,East,1,0,12.44,4,7,0,0
59,6,4,607,0,0,Home,East,0,0,0.29,3,3,1,0
55,17,1,3131,2,1292,Home,North,0,1,18.43,2,0,0,0
59,12,1,1338,1,1797,Home,North,0,0,3.67,2,2,1,0
55,11,3,1921,0,0,Health,West,0,0,11.36,3,8,0,0
39,4,4,4412,0,0,Auto,West,0,1,7.84,1,3,1,0
51,6,2,755,2,4124,Health,East,0,0,10.83,5,9,0,0
36,1,1,3327,0,0,Health,South,3,0,14.78,4,9,0,1
48,16,2,1337,0,0,Life,North,1,0,10.78,4,2,1,0
55,15,2,3462,1,1787,Auto,North,0,0,16.58,4,3,1,0
59,17,1,2782,0,0,Home,South,3,0,7.16,4,2,1,0
54,8,2,1052,1,2116,Life,East,0,1,19.06,5,2,1,0
45,12,1,680,2,4236,Life,West,0,0,25.61,3,1,1,0
36,10,1,4752,2,1552,Auto,East,1,1,6.72,4,5,1,0
51,15,1,1977,0,0,Auto,South,0,0,15.24,3,9,0,0
63,9,1,1070,1,888,Home,North,1,1,19.46,5,5,0,1
38,2,1,2227,0,0,Life,West,0,1,16.94,5,9,1,0
26,5,2,1091,1,1191,Life,South,0,0,10.97,5,3,1,0
50,6,1,2760,2,4820,Health,North,0,1,19.27,1,7,1,1
25,7,1,3447,0,0,Life,East,2,1,0.85,3,5,0,1
31,1,1,847,2,3110,Life,West,1,0,11.1,2,7,1,1
38,7,4,665,0,0,Life,North,1,0,15.98,3,5,1,0
31,12,2,4943,0,0,Life,North,0,1,0.62,3,8,1,0
38,16,2,3396,2,3942,Life,North,0,1,15.23,3,2,0,0
41,16,2,4993,1,2917,Home,North,1,0,19.63,4,2,1,0
45,11,4,1082,2,1250,Life,North,0,0,22.78,3,1,1,0
26,4,1,4006,1,526,Health,East,0,0,3.4,5,9,1,0
55,13,2,4903,3,3987,Home,South,1,0,29.72,2,5,1,1
27,7,2,3538,0,0,Auto,West,0,1,18.19,3,6,1,0
23,4,2,3345,1,2237,Auto,East,0,0,10.9,4,6,0,0
34,15,1,3266,3,7815,Auto,West,1,0,7.47,4,4,1,0
64,19,2,4694,3,6570,Auto,North,1,1,17.19,1,5,1,1
64,9,1,1765,0,0,Home,South,1,0,26.45,5,6,0,0
69,11,2,4753,0,0,Auto,North,0,0,15.62,4,1,0,0
32,8,2,3467,1,1253,Home,East,0,0,19.84,5,9,1,0
68,1,1,2774,1,2771,Health,East,1,0,10.73,5,6,1,0
44,8,3,2970,0,0,Life,West,1,0,11.64,3,0,1,0
37,13,1,2790,3,3570,Home,North,0,0,8.59,5,5,0,0
52,4,3,3077,0,0,Health,North,3,0,21.17,5,7,1,1
32,8,2,4160,2,490,Home,South,3,1,10.78,5,0,1,1
37,3,1,1568,0,0,Life,South,0,1,5.72,5,0,1,0
29,9,1,3236,0,0,Health,North,1,0,11.08,5,5,1,0
25,2,4,2450,0,0,Home,West,0,0,25.61,3,4,1,0
61,2,1,591,1,1426,Life,South,0,1,22.15,2,2,0,1
25,13,1,3593,0,0,Home,North,0,0,10.04,5,9,1,0
46,15,1,2719,0,0,Home,North,0,1,27.2,4,9,1,0
24,12,2,1887,1,2408,Home,North,2,1,2.24,3,6,0,1
53,4,2,4774,1,2785,Health,East,1,0,1.49,3,6,1,0
24,8,1,2785,0,0,Auto,West,1,0,3.82,4,6,0,0
48,9,1,3706,1,1540,Home,North,0,0,3.49,3,5,1,0
50,5,1,3424,0,0,Auto,North,0,0,2.64,1,3,1,0
53,18,1,779,0,0,Auto,North,0,1,19.84,2,8,1,0
40,11,2,2118,2,4004,Home,South,0,1,18.03,4,8,1,0
42,15,2,3287,0,0,Auto,North,0,0,19.43,3,6,1,0
26,9,1,870,2,1504,Home,East,0,0,20.65,3,6,1,0
39,17,1,3683,2,5784,Life,East,0,0,22.71,4,7,1,0
49,12,1,4334,1,265,Life,West,0,0,6.22,4,4,1,0
63,7,4,2203,0,0,Health,North,0,1,18.67,2,8,1,0
43,10,4,2768,2,1728,Health,North,0,1,17.4,1,5,1,0
42,10,3,803,5,14655,Auto,North,2,0,28.31,4,6,0,1
27,13,1,4274,2,5636,Life,East,0,0,6.97,4,6,1,0
22,19,1,1848,0,0,Home,South,0,0,1.76,2,8,0,0
26,11,1,2922,1,379,Health,South,1,0,19.6,3,6,1,0
62,13,1,4128,1,1682,Health,North,3,0,22.21,5,2,0,1
33,8,2,2928,0,0,Life,South,1,0,8.5,5,5,1,0
47,8,3,3533,1,1698,Health,West,0,0,17.13,3,5,0,0
67,4,3,1168,1,1741,Life,East,0,1,1.79,1,6,0,0
55,15,3,999,0,0,Life,North,3,0,28.8,3,5,1,1
35,11,1,1914,0,0,Auto,South,1,0,3.3,2,3,1,0
47,11,2,1029,0,0,Life,North,0,1,2.03,2,5,1,0
66,1,1,4121,0,0,Life,North,0,1,1.32,3,2,0,0
48,17,1,3956,1,1919,Auto,East,0,0,12.82,4,0,1,0
30,15,2,1254,0,0,Life,East,0,0,2.91,2,0,0,0
47,6,1,2847,1,1991,Health,South,1,1,22.34,5,4,1,1
68,15,2,1226,0,0,Life,East,0,0,26.97,4,7,1,0
43,9,1,3149,0,0,Health,West,3,0,7.81,4,2,0,1
68,14,2,2546,3,5463,Auto,North,0,0,18.86,5,1,1,0
51,18,3,3315,0,0,Life,East,1,0,1.27,4,7,1,0
64,17,1,1374,1,1757,Home,South,0,0,11.6,5,8,1,0
69,18,3,3779,1,1732,Home,South,0,0,8.79,3,8,0,0
38,5,1,3484,0,0,Life,South,0,1,6.86,2,1,1,0
47,9,2,2678,3,6921,Home,West,1,1,19.34,3,7,1,1
57,11,2,4307,2,606,Life,East,0,1,3.91,3,1,1,0
22,1,2,1107,2,5796,Life,East,0,0,25.82,2,6,1,1
29,18,4,1134,0,0,Life,West,1,0,19.95,4,7,0,0
56,6,1,3227,1,1210,Health,East,0,1,21.32,1,0,0,1
36,2,2,1574,1,1967,Auto,East,2,0,28.06,4,7,0,1
68,15,2,2414,0,0,Health,East,2,0,28.27,3,2,1,1
43,14,4,1088,1,1241,Auto,West,2,0,16.55,4,0,1,0
35,5,1,3731,0,0,Auto,West,0,0,14.86,3,6,1,0
47,6,3,2804,0,0,Health,South,0,0,10.06,5,9,1,0
49,6,2,4338,1,1880,Auto,West,3,0,21.47,3,2,1,1
44,18,1,2473,1,1878,Home,West,0,1,16.15,5,7,0,0
35,14,2,2555,1,2945,Life,South,0,0,27.99,1,8,1,0
45,10,1,3980,0,0,Health,West,1,1,7.16,4,1,1,0
23,14,2,2579,0,0,Health,East,0,1,9.31,3,0,1,0
66,13,3,3552,0,0,Health,North,1,0,9.48,5,7,0,0
47,3,2,4982,1,1145,Health,South,1,1,24.18,4,9,1,1
35,6,2,1751,0,0,Health,North,1,1,2.97,5,5,1,0
28,8,2,4295,1,747,Auto,North,0,0,13.67,1,9,0,0
24,12,1,4322,0,0,Auto,South,0,0,12.83,5,0,1,0
68,13,1,4802,2,5292,Health,North,0,0,2.19,2,2,1,0
44,11,2,3889,0,0,Life,North,0,1,12.32,1,8,0,0
67,12,1,2280,1,2374,Health,South,0,0,15.4,2,8,0,0
64,1,1,3104,1,1997,Health,South,0,0,1.95,3,5,1,0
68,17,2,4188,1,2080,Health,East,0,0,15.3,4,2,0,0
66,16,1,2224,1,1147,Home,South,0,0,28.78,2,7,1,0
39,11,1,3284,1,2457,Health,West,1,0,29.37,2,5,1,1
59,13,2,4219,0,0,Life,North,0,0,15.95,4,0,0,0
56,18,1,2177,1,230,Health,South,0,1,15.45,5,5,0,0
36,11,4,948,1,811,Auto,East,1,1,8.57,4,4,1,0
46,12,3,581,1,2064,Auto,South,1,1,29.91,4,7,0,1
58,6,2,1906,2,1002,Health,North,0,0,8.23,4,1,1,0
49,9,1,1980,2,1764,Life,South,1,1,13.59,4,6,1,0
31,16,3,1579,1,456,Health,North,0,0,0.09,5,5,1,0
60,4,3,4098,1,1139,Health,South,0,0,10.48,3,0,0,0
38,3,3,4683,0,0,Home,East,2,1,2.14,3,7,1,1
60,16,1,4180,0,0,Auto,West,2,0,22.31,5,5,1,0
43,12,2,3203,3,8796,Auto,East,0,0,16.83,5,2,0,0
47,11,3,4810,0,0,Health,South,1,0,17.17,2,4,0,0
65,5,2,4256,1,1428,Health,North,2,0,8.6,4,6,1,1
46,18,2,2258,0,0,Auto,East,3,1,24.45,4,8,0,1
38,19,2,3099,0,0,Health,West,0,0,0.1,3,3,0,0
34,6,2,3050,1,2242,Home,West,0,1,10.01,3,1,1,0
41,18,1,4353,1,1169,Health,North,0,0,19.78,4,2,0,0
46,6,2,3246,2,604,Life,South,0,0,27.24,3,6,1,0
25,4,1,2792,2,2566,Auto,East,0,0,7.04,3,7,1,0
31,12,2,2001,1,1309,Life,East,1,1,16.23,5,4,1,0
24,19,1,4904,1,966,Life,North,1,1,16.14,4,2,0,0
62,2,2,730,1,571,Health,East,2,0,26.23,5,0,1,1
66,17,1,4750,0,0,Auto,North,0,0,1.52,5,9,1,0
39,11,2,1698,2,5686,Health,North,0,1,12.73,4,0,0,0
68,11,3,614,0,0,Life,South,0,0,5.47,5,1,0,0
57,16,1,1913,0,0,Auto,North,0,0,0.65,3,4,0,0
68,2,1,4906,2,3650,Health,East,2,0,4.41,4,2,0,1
43,2,1,1492,1,288,Home,North,0,0,29.29,4,6,0,1
55,8,3,2847,0,0,Health,East,1,0,6.45,4,1,0,0
68,13,2,1541,0,0,Auto,North,0,0,28.05,2,1,1,0
29,10,2,511,2,4806,Life,South,0,1,6.16,3,2,1,0
61,8,1,4176,1,2196,Auto,South,1,1,27.94,3,0,1,1
65,4,2,3565,1,598,Auto,North,0,1,19.64,4,1,1,0
40,15,3,2536,0,0,Home,North,0,0,3.4,5,4,1,0
63,1,3,3546,2,774,Life,North,0,0,17.46,5,2,1,0
62,11,2,2850,1,1275,Health,South,1,1,9.56,2,9,1,0
58,7,1,1040,0,0,Auto,West,3,1,11.49,3,5,0,1
27,17,1,3360,1,1754,Life,North,1,0,13.21,1,1,0,0
47,18,1,576,1,1703,Health,West,3,0,12.68,3,7,1,1
55,12,1,3567,1,786,Home,North,1,1,19.92,5,3,0,0
66,9,1,523,1,429,Health,East,2,1,23.05,5,2,0,1
27,5,1,1175,1,1353,Home,South,0,1,9.88,2,4,0,0
58,10,1,2894,0,0,Life,West,0,1,27.73,3,7,1,0
54,4,4,4767,0,0,Auto,West,0,0,28.15,2,8,0,0
43,5,2,3898,0,0,Health,South,1,0,1.22,3,0,1,0
42,10,3,3259,1,1169,Health,West,0,1,0.45,5,3,0,0
27,11,2,988,1,1752,Home,North,0,0,12.75,4,5,1,0
27,10,1,1985,0,0,Life,West,2,0,17.72,4,5,1,0
69,8,2,4159,0,0,Home,North,0,1,8.34,4,8,0,0
25,2,1,3735,0,0,Auto,West,3,0,7.78,3,0,1,1
51,8,2,2919,2,630,Life,East,1,1,20.35,2,4,1,1
32,16,1,3995,0,0,Home,West,0,1,18.05,1,9,1,0
51,5,4,1256,2,5620,Health,West,1,0,5.01,4,0,1,0
52,3,1,3024,0,0,Auto,North,1,0,26.54,5,5,1,0
45,12,1,4750,0,0,Health,South,0,0,20.4,4,8,1,0
30,13,4,756,2,1118,Home,East,1,1,10.88,1,3,0,0
24,13,1,2279,2,454,Auto,South,1,0,20.51,4,9,1,0
52,10,2,2615,0,0,Life,North,0,0,3.38,1,9,0,0
61,4,2,3848,0,0,Auto,East,0,1,14.05,2,8,0,1
58,9,3,1972,0,0,Life,West,0,0,5.07,3,2,1,0
57,2,4,758,1,2067,Health,South,0,0,1.24,3,6,0,0
45,19,4,4575,2,2988,Life,South,0,0,10.15,5,4,1,0
52,1,1,806,1,2074,Life,South,1,0,4.52,4,9,1,0
27,7,3,1618,2,4550,Life,West,0,1,19.01,2,0,1,0
23,17,2,3517,1,1742,Health,North,2,0,20.22,2,6,0,1
41,3,2,4841,1,943,Health,West,0,0,4.46,3,7,0,0
49,3,1,3280,1,1311,Health,West,0,1,0.74,2,5,1,0
32,3,2,2158,2,3842,Life,North,1,1,23.78,3,0,1,1
25,17,4,686,1,1978,Auto,North,2,0,0.06,4,8,0,0
36,7,4,2297,0,0,Auto,West,0,1,10.32,2,6,1,0
27,14,2,1424,0,0,Health,North,0,1,14.84,5,5,1,0
51,17,1,1284,0,0,Home,South,2,0,24.56,3,3,0,1
59,18,1,3944,0,0,Auto,East,0,1,25.16,3,2,1,0
23,13,3,3696,2,5364,Auto,North,0,1,21.75,3,3,0,0
36,18,2,1860,3,4230,Life,East,0,0,7.42,4,0,1,0
32,4,2,840,0,0,Life,South,1,1,21.61,3,8,0,1
29,1,1,1062,1,2241,Home,North,0,1,7.4,1,1,0,1
47,18,2,3499,0,0,Auto,West,0,1,6.44,5,1,1,0
66,1,2,1693,0,0,Life,West,0,0,16.41,1,2,0,0
65,13,4,3610,0,0,Health,South,2,0,20.37,5,0,1,0
26,10,2,568,0,0,Auto,North,0,0,1.59,1,9,0,0
27,11,1,2928,0,0,Auto,West,0,0,1.8,4,2,1,0
47,9,2,4098,1,1147,Home,North,0,1,23.53,3,3,1,0
25,9,1,2872,1,548,Life,East,0,0,25.78,3,8,1,0
40,5,4,1343,0,0,Health,West,1,0,18.13,1,4,0,1
41,1,1,1073,0,0,Life,South,1,1,12.86,2,5,0,1
54,17,2,4714,0,0,Health,West,1,0,25.36,4,0,1,0
41,2,1,3096,0,0,Life,South,1,0,21.86,5,2,0,1
33,13,2,1978,0,0,Home,South,2,0,17.39,3,6,1,0
68,9,2,2573,0,0,Health,East,0,0,9.59,3,6,1,0
22,4,2,2013,1,1835,Auto,East,3,1,5.94,1,9,1,1
47,5,1,1468,0,0,Life,South,0,1,12.56,4,0,0,0
35,11,1,2696,0,0,Life,West,1,0,8.6,3,8,1,0
59,19,1,2011,2,2166,Life,South,0,0,10.18,1,0,1,0
58,3,2,1154,1,2114,Health,North,1,1,15.47,4,6,1,1
32,12,1,3492,0,0,Auto,North,0,1,5.07,3,1,1,0
57,19,2,792,1,2588,Health,West,1,0,24.19,1,8,0,1
34,19,3,3101,2,3102,Life,West,2,1,4.37,2,8,1,0
64,13,3,4912,0,0,Life,East,1,0,14.43,4,8,1,0
24,7,2,4993,1,1857,Life,North,1,0,22.38,1,3,0,1
54,15,2,2088,0,0,Auto,South,0,1,14.55,5,5,0,0
27,7,1,1095,0,0,Health,South,0,0,10.83,3,1,0,0
31,8,2,3093,2,2496,Auto,North,3,0,14.25,1,2,1,1
26,5,3,2623,0,0,Auto,North,1,0,25.46,4,5,1,0
44,14,1,2443,2,5346,Life,East,0,0,29.71,3,0,0,0
31,4,2,1415,1,228,Life,North,0,1,18.93,3,6,1,0
65,10,3,4369,1,1155,Auto,East,0,0,23.8,3,1,1,0
23,15,3,3294,2,1044,Auto,West,0,0,0.43,1,7,1,0
34,18,1,3578,1,2076,Health,West,0,0,26.41,4,4,1,0
61,13,2,1475,0,0,Life,North,0,1,28.62,3,6,1,0
23,8,1,1575,0,0,Life,North,0,0,17.26,4,7,1,0
41,9,1,3489,1,1493,Life,North,0,1,22.61,4,2,0,0
22,16,4,3967,1,2542,Life,North,0,1,15.38,4,5,1,0
58,19,3,1951,1,855,Life,South,0,1,8.59,4,8,1,0
30,16,3,4323,0,0,Health,South,0,1,25.57,4,3,0,0
38,7,1,4432,2,844,Life,West,2,0,17.91,3,9,0,1
30,14,3,2528,0,0,Life,South,0,0,17.38,3,6,0,0
32,14,2,862,1,2349,Home,North,2,1,19.77,2,0,1,1
36,4,1,2929,3,7260,Health,East,2,1,25.68,4,6,1,1
45,15,2,4132,1,1227,Home,West,0,0,21.96,4,8,1,0
59,3,1,2818,0,0,Health,North,0,0,6.33,2,9,1,0
56,5,3,3585,0,0,Auto,South,0,0,14.0,5,7,0,0
51,1,2,2845,0,0,Life,East,0,1,29.41,4,3,1,0
52,3,1,4098,0,0,Auto,East,0,1,16.64,3,2,0,1
26,15,1,4829,0,0,Life,South,0,0,28.15,1,6,0,0
65,8,1,2231,1,366,Life,North,1,0,24.4,3,0,0,1
35,4,1,526,1,2547,Home,East,0,0,19.98,4,7,0,0
32,2,2,592,0,0,Health,East,3,0,10.48,1,0,0,1
30,10,3,3164,1,317,Home,South,0,1,9.13,3,6,0,0
55,4,1,808,2,5518,Health,East,2,1,19.3,5,5,1,1
33,3,1,551,0,0,Health,East,0,0,12.98,4,9,0,0
56,2,2,818,2,4018,Health,East,0,0,23.96,3,7,0,1
56,17,3,2492,1,2406,Auto,West,0,0,22.81,3,5,1,0
22,13,1,4776,1,1607,Health,North,3,1,9.36,1,4,1,1
61,5,1,4391,0,0,Home,North,0,0,21.08,5,8,0,0
43,9,2,4456,2,1324,Life,South,1,0,14.84,5,3,0,0
50,6,1,3192,0,0,Auto,North,2,1,9.7,4,6,1,1
29,5,1,3518,0,0,Health,East,1,1,12.39,1,5,1,1
32,10,2,2524,0,0,Life,North,0,1,26.86,2,9,0,1
62,8,2,4931,0,0,Health,West,3,0,10.79,2,5,0,1
58,7,2,2025,3,7491,Health,East,2,0,8.62,3,4,1,1
35,7,2,1778,1,1236,Life,East,0,0,10.55,2,1,1,0
51,6,2,1013,1,2814,Life,West,0,1,6.44,4,3,1,0
56,3,1,4837,1,2079,Health,West,3,1,16.34,3,0,0,1
42,19,1,2233,2,1592,Health,North,3,1,4.42,1,8,0,1
58,15,1,3870,1,820,Health,North,0,0,24.52,4,8,1,0
26,4,1,4421,1,2802,Life,North,1,1,6.77,2,7,1,1
40,12,2,3000,0,0,Life,West,0,0,17.94,5,3,0,0
35,6,3,3964,0,0,Home,North,0,0,3.75,3,4,1,0
47,19,4,2759,1,1155,Home,South,0,0,29.35,3,0,0,0
25,4,2,3159,1,2003,Health,North,0,1,13.64,1,3,1,0
46,15,1,755,2,1274,Home,West,1,0,24.67,5,3,0,0
66,9,1,2002,0,0,Auto,West,0,1,23.06,4,4,1,0
63,5,3,2610,1,2125,Life,South,0,1,21.41,3,1,1,0
46,13,2,906,1,1237,Life,East,0,0,24.82,1,1,1,0
39,18,2,3349,2,3204,Home,South,0,1,3.01,4,1,1,0
61,5,3,3676,0,0,Auto,West,3,0,20.35,3,7,0,1
29,16,2,2360,0,0,Auto,East,2,0,7.97,5,1,1,0
60,19,3,4854,2,1368,Home,South,0,1,23.58,5,5,0,0
61,14,1,1222,0,0,Health,South,2,1,28.71,4,1,1,1
35,16,2,1782,0,0,Life,East,0,0,27.04,5,7,0,0
53,15,3,1113,0,0,Life,South,1,1,3.45,2,0,1,0
59,4,1,3831,0,0,Life,East,3,1,11.09,3,1,1,1
54,7,2,3616,2,2096,Life,North,0,0,10.93,3,4,0,0
44,16,1,2478,1,2490,Health,East,1,0,3.67,1,5,1,0
36,8,4,1312,1,2225,Life,South,0,1,2.94,5,8,1,0
54,17,1,2286,0,0,Life,North,0,0,11.55,1,5,1,0
46,16,2,830,2,3100,Health,West,0,1,29.76,5,7,0,0
38,10,1,2712,2,1458,Health,West,3,1,17.07,4,6,1,1
54,10,2,1716,2,3636,Health,West,0,0,18.65,3,0,1,0
68,2,1,4982,1,1046,Health,South,2,1,14.13,1,1,0,1
23,9,1,3837,1,2589,Auto,North,2,0,19.87,1,3,1,1
35,17,2,2875,0,0,Home,East,0,1,28.7,2,0,1,0
61,11,4,1740,1,1902,Life,West,0,0,17.66,3,7,1,0
61,10,1,819,0,0,Life,West,1,1,1.95,3,3,1,0
60,17,1,4994,0,0,Home,North,0,0,14.79,4,6,1,0
27,4,3,2414,0,0,Health,North,0,1,29.78,4,6,1,0
27,16,2,4700,1,731,Auto,North,3,0,11.62,3,7,0,1
24,15,4,829,1,2117,Life,South,1,0,17.82,2,8,0,0
28,5,1,1159,1,1063,Auto,North,0,0,3.2,5,8,1,0
29,6,2,4188,2,482,Home,East,1,1,4.24,3,6,0,1
63,17,1,3618,1,798,Auto,East,0,0,26.24,3,8,1,0
36,1,1,2472,4,2020,Life,West,0,1,9.01,4,4,1,0
68,19,2,2293,0,0,Home,East,2,1,9.16,5,9,0,0
50,4,2,3718,0,0,Auto,North,2,1,11.62,5,3,0,1
54,17,3,3033,1,878,Auto,East,0,0,28.99,2,2,1,0
51,9,1,2957,0,0,Life,West,0,1,2.53,3,5,0,0
60,2,2,3600,1,2688,Auto,South,1,0,24.56,1,9,1,1
48,8,2,4866,0,0,Life,East,0,1,10.25,5,8,0,0
57,15,4,3233,1,1132,Life,West,0,1,25.48,2,3,1,0
50,7,1,4980,1,1102,Health,West,0,0,29.75,2,1,0,1
59,6,1,4655,1,332,Life,North,1,0,10.46,5,2,0,0
54,1,1,719,0,0,Auto,West,0,0,3.88,5,2,0,0
58,15,2,3318,2,4596,Auto,East,0,0,4.33,4,1,0,0
48,7,1,2406,0,0,Life,West,0,1,22.76,2,8,1,0
54,17,4,3111,1,591,Auto,West,0,0,4.35,3,3,1,0
25,2,1,3093,2,5886,Home,North,0,1,7.81,5,2,0,0
43,9,3,595,1,2770,Life,North,0,0,6.13,4,9,0,0
23,9,1,1488,0,0,Health,East,0,1,10.67,2,5,1,0
31,13,2,1612,1,1885,Health,West,2,1,2.23,2,7,1,0
26,6,4,2778,1,2601,Health,South,0,1,25.7,5,7,1,0
31,6,1,745,1,1618,Life,West,0,0,25.8,3,9,0,1
54,3,4,2658,0,0,Health,South,3,0,12.39,4,5,1,1
59,17,2,4829,1,295,Life,East,1,0,18.36,3,4,1,0
34,17,4,3849,0,0,Home,North,1,0,19.26,3,6,0,0
52,12,2,3225,0,0,Auto,East,0,1,22.48,5,2,1,0
68,16,1,4577,0,0,Health,North,0,1,15.62,3,9,1,0
57,15,1,3166,2,2110,Health,North,1,0,15.31,4,1,1,0
66,13,1,3699,1,2162,Health,West,1,0,18.94,2,7,1,0
45,1,1,3254,1,989,Health,West,0,0,21.09,2,8,1,1
36,17,1,1917,1,714,Health,North,0,0,10.4,4,5,0,0
50,3,1,1154,1,1284,Health,South,2,0,9.91,5,3,0,1
29,15,2,2942,0,0,Life,South,0,1,8.09,4,5,1,0
26,4,3,610,1,1517,Life,West,0,0,16.47,2,6,1,0
50,4,1,589,1,2984,Health,East,0,1,10.8,2,7,1,0
68,18,1,1262,2,5098,Auto,South,1,0,16.21,5,2,1,0
25,17,2,3672,2,5786,Life,North,1,1,12.18,3,5,1,0
33,19,1,2679,1,2478,Life,West,1,0,25.1,5,9,1,0
66,11,1,3004,1,1632,Life,West,0,1,2.19,3,5,1,0
23,3,1,1964,1,2985,Home,North,0,0,17.17,5,9,1,0
48,8,4,597,0,0,Auto,East,0,0,17.27,5,6,1,0
52,14,3,792,0,0,Health,North,1,0,11.51,1,3,1,0
57,1,1,2339,1,1141,Home,East,1,1,12.63,4,5,1,1
57,14,2,2234,0,0,Health,West,3,1,24.0,2,1,0,1
47,2,2,3119,0,0,Home,East,0,0,8.42,2,7,0,0
64,4,2,2696,4,11192,Life,North,1,0,26.14,3,2,1,1
48,19,2,3966,1,2385,Life,West,0,0,26.89,4,8,0,0
26,6,2,2406,0,0,Auto,South,0,0,19.52,3,7,0,0
41,1,1,2221,0,0,Health,West,0,1,23.19,4,5,1,0
32,17,1,4191,1,2690,Auto,North,0,1,18.39,2,9,0,0
31,8,2,2316,0,0,Health,North,3,1,15.76,1,1,1,1
61,19,3,752,1,2704,Auto,West,0,1,29.0,4,7,0,0
59,1,2,4727,0,0,Life,West,3,1,8.48,3,5,0,1
27,5,3,4019,1,909,Life,West,0,0,4.62,4,0,1,0
29,16,4,2407,1,2214,Home,East,0,0,8.62,4,5,1,0
44,6,1,2410,1,1048,Home,South,0,0,18.44,5,4,0,0
68,8,2,3021,2,2296,Home,East,0,0,5.56,3,5,1,0
47,13,2,4349,2,612,Auto,North,0,1,27.26,1,0,1,0
67,16,4,1558,2,5382,Auto,West,0,1,12.33,4,3,1,0
64,3,4,4038,0,0,Health,East,0,1,25.5,4,6,1,0
33,19,2,2822,0,0,Life,East,3,0,7.48,3,4,0,1
47,12,1,686,3,2388,Life,North,1,0,9.4,4,5,1,0
34,16,3,1448,0,0,Life,East,1,1,1.78,3,1,0,0
61,11,1,2790,0,0,Home,North,0,1,7.73,2,7,0,0
39,10,3,4859,2,942,Life,East,0,0,14.71,4,9,1,0
46,4,4,709,0,0,Home,South,0,1,28.38,2,3,1,0
54,12,1,2593,2,3286,Health,North,2,1,11.67,3,5,1,1
68,2,2,4038,1,1407,Auto,South,0,0,19.19,3,2,0,0
61,19,2,2063,0,0,Life,East,0,0,12.83,3,8,1,0
64,5,2,525,0,0,Life,South,0,1,1.4,4,7,1,0
33,8,1,674,1,2138,Home,South,0,1,15.11,1,5,1,0
65,7,3,1834,0,0,Life,South,1,0,1.98,5,8,0,0
57,14,4,821,0,0,Life,East,0,1,26.51,4,9,1,0
69,3,4,4650,3,4920,Life,North,0,1,22.59,3,8,0,1
25,18,1,4547,0,0,Life,East,1,1,11.36,2,1,1,0
26,16,3,3727,0,0,Life,East,0,0,19.21,1,8,1,0
58,19,2,2372,0,0,Auto,East,0,1,3.36,4,7,0,0
29,19,1,2567,1,906,Health,North,0,0,21.08,3,1,0,0
63,18,1,832,2,3630,Health,West,1,1,24.68,2,8,0,1
49,16,1,3491,0,0,Life,East,3,1,24.65,3,4,1,1
52,8,4,1410,1,2400,Auto,East,1,0,8.53,4,8,0,0
30,1,2,4996,0,0,Auto,North,2,0,7.91,4,2,1,0
50,17,2,1449,0,0,Life,West,0,1,15.64,4,3,0,0
35,12,1,2575,0,0,Health,West,0,1,29.03,5,0,0,0
61,11,2,3014,0,0,Life,West,0,0,27.62,2,4,1,0
62,5,1,3831,2,4352,Auto,West,1,0,10.79,4,6,1,0
43,12,1,3529,0,0,Auto,North,0,0,23.39,2,6,1,0
32,17,2,600,1,1003,Home,North,1,0,27.64,3,5,0,0
44,6,1,2900,0,0,Life,West,1,1,7.83,4,5,0,0
22,1,3,3871,0,0,Health,South,3,1,24.91,2,7,1,1
67,5,1,2843,0,0,Life,North,0,1,8.04,3,9,1,0
58,14,2,852,2,4654,Health,South,0,0,10.3,5,8,1,0
42,5,2,3455,0,0,Health,South,0,1,5.96,2,3,0,0
47,1,2,1518,0,0,Life,West,0,0,15.21,3,3,0,0
67,18,1,1679,0,0,Auto,West,2,1,25.3,5,7,1,1
57,16,1,4036,2,706,Health,East,0,0,15.84,3,4,1,0
44,9,4,4150,3,3318,Auto,South,3,0,3.7,4,9,1,0
22,19,1,3002,0,0,Life,East,3,0,7.55,5,8,1,0
61,5,3,4319,1,2618,Home,West,0,0,16.89,2,5,0,0
36,2,4,1479,3,1566,Home,South,0,1,17.5,2,8,1,0
42,15,1,1476,1,531,Home,North,0,1,17.31,4,3,1,0
68,7,1,1871,1,442,Auto,East,0,1,2.31,4,0,0,0
30,4,2,2780,1,629,Auto,West,0,1,22.61,1,3,1,1
30,1,4,607,0,0,Health,South,0,0,27.28,3,8,1,0
31,13,4,1472,2,3392,Life,West,0,0,15.32,3,6,0,0
47,7,2,2126,1,2623,Auto,East,1,1,21.56,5,5,1,0
62,15,3,1203,2,560,Auto,West,0,0,27.42,3,1,1,0
56,14,1,1374,0,0,Home,West,0,0,19.28,5,3,1,0
